symbol;company;purpose;bm_desc;date
CONCOR;Container Corporation of India Limited;Financial Results/Dividend/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, dividend and other business matters;08-Aug-2024
CONFIPET;Confidence Petroleum India Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
COSMOFIRST;COSMO FIRST LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
DCMFINSERV;DCM Financial Services Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
DIGISPICE;DiGiSPICE Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
DREAMFOLKS;Dreamfolks Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
EICHERMOT;Eicher Motors Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
EMKAY;Emkay Global Financial Services Limited;Financial Results;To consider and approve the Unaudited Standalone and Consolidated  financial results for the period ended Jun 30, 2024;08-Aug-2024
ESSARSHPNG;Essar Shipping Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
FILATEX;Filatex India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
GALAXYSURF;Galaxy Surfactants Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
GARFIBRES;Garware Technical Fibres Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
GATEWAY;Gateway Distriparks Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;08-Aug-2024
GEECEE;GeeCee Ventures Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
GOLDTECH;AION-TECH SOLUTIONS LIMITED;Other business matters;To consider and approve - 1. Divestment of entire 100% shareholding in the wholly owned subsidiary of the Company   M/s. Wowtruck Technologies Private Limited, subject to the requisite approval of the members of the Company.2. Any other business with the permission of the Chair;08-Aug-2024
GREAVESCOT;Greaves Cotton Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
GRSE;Garden Reach Shipbuilders & Engineers Limited;Financial Results;In terms of Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (SEBI LODR, 2015), we wish to inform you that a meeting of the Board of Directors of the Company is scheduled to be held on Thursday, 08th August, 2024, inter alia, to consider and approve the Unaudited Financial Results of the Company for the quarter ended 30th June, 2024. Further, in terms of the Companies Code of Conduct for Prevention of Insider Trading and Fair disclosure of Unpublished Price Sensitive Information and SEBI (Prohibition of Insider Trading) Regulations, 2015, it was intimated / informed to the Stock Exchanges vide letter No. SECY/GRSE/BD-69/CA/11/24-25 dated 26th June, 2024 that the Trading Window for dealing in securities of the Company for Designated Persons and their immediate relatives shall remain closed from 01st July, 2024 till 48 hours after the declaration of Unaudited Financial Results for the quarter ended 30th June, 2024.In view of the above, the Trading Window for dealing in securities of the Company shall remain closed from 01st July, 2024 to 10th August, 2024.;08-Aug-2024
GRWRHITECH;Garware Hi-Tech Films Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters  (AGM).;08-Aug-2024
GUJALKALI;Gujarat Alkalies and Chemicals Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
HBLPOWER;HBL Power Systems Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;08-Aug-2024
HCG;Healthcare Global Enterprises Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
HCL-INSYS;HCL Infosystems Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;08-Aug-2024
HIGHWAYS;Highways Infrastructure Trust;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
HINDCON;Hindcon Chemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
HITECHCORP;Hitech Corporation Limited;Financial Results;To consider and approve the audited standalone and unaudited consolidated financial results for the period ended Jun 30, 2024;08-Aug-2024
ICEMAKE;Ice Make Refrigeration Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
IFCI;IFCI Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
IGARASHI;Igarashi Motors India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
IL&FSENGG;IL&FS Engineering and Construction Company Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
INCREDIBLE;INCREDIBLE INDUSTRIES LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
INDIANHUME;Indian Hume Pipe Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
INDIASHLTR;India Shelter Finance Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
INDOAMIN;Indo Amines Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
INSPIRISYS;Inspirisys Solutions Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
IRCON;Ircon International Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
IRIS;Iris Business Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
IVP;IVP Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
JASH;Jash Engineering Limited;Financial Results/Stock split/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, stock split of equity shares and other business matters;08-Aug-2024
JBCHEPHARM;JB Chemicals & Pharmaceuticals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
JGCHEM;J.G.Chemicals Limited;Financial Results;To consider and approve the Quarterly Unaudited financial results for the period ended Jun 30, 2024;08-Aug-2024
KHADIM;Khadim India Limited;Financial Results;To consider and approve the unaudited (standalone and consolidated) financial results for the quarter ended June 30, 2024;08-Aug-2024
KILITCH;Kilitch Drugs (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
KMSUGAR;K.M.Sugar Mills Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
KOPRAN;Kopran Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
KPIGREEN;KPI Green Energy Limited;Financial Results/Dividend/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, dividend and other business matters;08-Aug-2024
KRITIKA;Kritika Wires Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
LICI;Life Insurance Corporation Of India;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
LINCOLN;Lincoln Pharmaceuticals Limited;Financial Results;Intimation of Board Meeting to consider and approve the unaudited (standalone & consolidated) financial results for the period ended Jun 30, 2024 along with any other business, if any.;08-Aug-2024
LUMAXIND;Lumax Industries Limited;Financial Results;Intimation of Board Meeting.;08-Aug-2024
MAYURUNIQ;Mayur Uniquoters Ltd;Financial Results/Buyback;To consider and approve the financial results for the period ended Jun 30, 2024 and buyback for equity shares;08-Aug-2024
MEDANTA;Global Health Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
MINDACORP;Minda Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
MINDTECK;Mindteck (India) Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
MINDTECK;Mindteck (India) Limited;Bonus;To consider bonus;08-Aug-2024
MPSLTD;MPS Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
MRF;MRF Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
MUNJALAU;Munjal Auto Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
NAVA;NAVA LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
NAVA;NAVA LIMITED;Dividend;To consider interim dividend;08-Aug-2024
NDLVENTURE;NDL Ventures Limited;Financial Results;To consider and approve the unaudited financial results for the period ended June 30, 2024, subject to limited review by Statutory Auditors.;08-Aug-2024
NDRAUTO;Ndr Auto Components Limited;Bonus;To consider bonus;08-Aug-2024
NDRAUTO;Ndr Auto Components Limited;Other business matters;To consider other business matters - Increase in Authorised Share Capital and ESOP;08-Aug-2024
NDRAUTO;Ndr Auto Components Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
NIACL;The New India Assurance Company Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters.;08-Aug-2024
NOCIL;NOCIL Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
OIL;Oil India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
ORIENTALTL;Oriental Trimex Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
ORIENTPPR;Orient Paper & Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
PAGEIND;Page Industries Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;08-Aug-2024
PARACABLES;Paramount Communications Limited;Financial Results/Fund Raising;To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising;08-Aug-2024
PCBL;PCBL LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
PENINLAND;Peninsula Land Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
POCL;Pondy Oxides & Chemicals Limited;Stock Split/Other business matters;To consider stock split of equity shares and other business matters;08-Aug-2024
PODDARMENT;Poddar Pigments Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
PRAXIS;Praxis Home Retail Limited;Fund Raising;To consider Fund Raising under one or more options;08-Aug-2024
PRAXIS;Praxis Home Retail Limited;Financial Results/Fund Raising;PRAXIS : 12-Aug-2024 :  The Company has informed the Exchange that a Board meeting to be held on August 08, 2024 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 12, 2024, To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising.;08-Aug-2024
PRAXIS;Praxis Home Retail Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
PRUDENT;Prudent Corporate Advisory Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
RAJSREESUG;Rajshree Sugars & Chemicals Limited;Financial Results;To consider and approve the Un-audited Financial Results for the Quarter ended 30.6.2024.;08-Aug-2024
RHL;Robust Hotels Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
RKSWAMY;R K Swamy Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
RVNL;Rail Vikas Nigam Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SADHNANIQ;Sadhana Nitrochem Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SAIL;Steel Authority of India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SANDHAR;Sandhar Technologies Limited;Financial Results;To consider and approve the unaudited Standalone and Consolidated financial results for the period ended Jun 30, 2024;08-Aug-2024
SANSERA;Sansera Engineering Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SEAMECLTD;Seamec Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SHALPAINTS;Shalimar Paints Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SHANKARA;Shankara Building Products Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SHILPAMED;Shilpa Medicare Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
SHIVAMILLS;Shiva Mills Limited;Financial Results;To consider and approve the  Unaudited Financial Results for the quarter ended Jun 30, 2024.;08-Aug-2024
SHREYAS;Shreyas Shipping & Logistics Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
SNOWMAN;Snowman Logistics Limited;Financial Results/Dividend;To consider and approve the unaudited financial results for the period ended Jun 30, 2024 and declaration of First Interim dividend for FY 2024-25;08-Aug-2024
SOBHA;Sobha Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;08-Aug-2024
SPIC;Southern Petrochemicals Industries Corporation  Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
STCINDIA;The State Trading Corporation of India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
STEELCAS;Steelcast Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;08-Aug-2024
SUTLEJTEX;Sutlej Textiles and Industries Limited;Financial Results;To consider and approve the Un-Audited Financial Results (Standalone and Consolidated) of the Company for the quarter ended Jun 30, 2024;08-Aug-2024
TECHIN;Techindia Nirman Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
TECILCHEM;TECIL Chemicals and Hydro Power Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
TEGA;Tega Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
TIMKEN;Timken India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
TOKYOPLAST;Tokyo Plast International Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
TVSHLTD;TVS Holdings Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
UNICHEMLAB;Unichem Laboratories Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
UNIPARTS;Uniparts India Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;08-Aug-2024
UNITECH;Unitech Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
VALUEIND;Value Industries Limited;Financial Results;To consider and approve the financial results for the period ended March 31, 2024;08-Aug-2024
VALUEIND;Value Industries Limited;Financial Results;To consider and approve the financial results for the period ended September 30, 2023;08-Aug-2024
VALUEIND;Value Industries Limited;Financial Results;To consider and approve the financial results for the period ended December 31, 2023;08-Aug-2024
VALUEIND;Value Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2023;08-Aug-2024
VERTOZ;Vertoz Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;08-Aug-2024
VERTOZ;Vertoz Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters.;08-Aug-2024
VIDEOIND;Videocon Industries Limited;Financial Results;To consider and approve the financial results for the period ended March 31, 2024;08-Aug-2024
VIDEOIND;Videocon Industries Limited;Financial Results;To consider and approve the financial results for the period ended September 30, 2023;08-Aug-2024
VIDEOIND;Videocon Industries Limited;Financial Results;To consider and approve the financial results for the period ended December 31, 2023;08-Aug-2024
VIDEOIND;Videocon Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2023;08-Aug-2024
VIDHIING;Vidhi Specialty Food Ingredients Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;08-Aug-2024
VINNY;Vinny Overseas Limited;Fund Raising;To consider Fund Raising;08-Aug-2024
WABAG;VA Tech Wabag Limited;Financial Results;To consider and approve the financial results (standalone and consolidated) for the quarter ended June 30, 2024;08-Aug-2024
ZEELEARN;Zee Learn Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
ZODIACLOTH;Zodiac Clothing Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;08-Aug-2024
